drug_name,api_name,api_cascade_count,api_cascade_drugs,api_cascade_on_concession,api_cascade_conc_drugs,api_concentration_risk,api_primary_source,api_manufacturer_count,api_india_china_pct,api_india_dependency,api_us_shortage_count,api_us_shortage_active
Rivaroxaban 15mg tablets,rivaroxaban,3,Rivaroxaban 20mg tablets|Rivaroxaban 2.5mg tablets|Rivaroxaban 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lacosamide 50mg tablets,lacosamide,2,Lacosamide 200mg tablets|Lacosamide 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Topiramate 25mg tablets,topiramate,3,Topiramate 50mg tablets|Topiramate 25mg capsules|Topiramate 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Digoxin 125microgram tablets,digoxin,2,Digoxin 250microgram tablets|Digoxin 62.5microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bimatoprost 300micrograms/ml eye drops 0.4ml unit dose preservative free,bimatoprost,3,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free|Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops|Bimatoprost 100micrograms/ml eye drops,1,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,UNKNOWN,Unknown,-1,-1,-1,0,0
Lacosamide 200mg tablets,lacosamide,2,Lacosamide 50mg tablets|Lacosamide 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lansoprazole 15mg orodispersible tablets,lansoprazole,3,Lansoprazole 30mg orodispersible tablets|Lansoprazole 15mg gastro-resistant capsules|Lansoprazole 30mg gastro-resistant capsules,1,Lansoprazole 30mg orodispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Enalapril 2.5mg tablets,enalapril,3,Enalapril 10mg tablets|Enalapril 20mg tablets|Enalapril 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lacosamide 100mg tablets,lacosamide,2,Lacosamide 50mg tablets|Lacosamide 200mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levetiracetam 250mg tablets,levetiracetam,4,Levetiracetam 500mg tablets|Levetiracetam 1g tablets|Levetiracetam 750mg tablets|Levetiracetam 100mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pregabalin 200mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 150mg capsules|Pregabalin 25mg capsules|Pregabalin 225mg capsules,0,,MEDIUM,India,5,75,1,0,0
Levetiracetam 100mg/ml oral solution sugar free,levetiracetam,4,Levetiracetam 500mg tablets|Levetiracetam 1g tablets|Levetiracetam 750mg tablets|Levetiracetam 250mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tranexamic acid 500mg tablets,tranexamic,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Naratriptan 2.5mg tablets,naratriptan,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dexamfetamine 5mg tablets,dexamfetamine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Naratriptan 2.5mg tablets,naratriptan,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Digoxin 62.5microgram tablets,digoxin,2,Digoxin 250microgram tablets|Digoxin 125microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Topiramate 100mg tablets,topiramate,3,Topiramate 50mg tablets|Topiramate 25mg capsules|Topiramate 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aripiprazole 15mg tablets,aripiprazole,3,Aripiprazole 10mg tablets|Aripiprazole 5mg tablets|Aripiprazole 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atenolol 25mg tablets,atenolol,2,Atenolol 50mg tablets|Atenolol 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dabigatran etexilate 110mg capsules,dabigatran,1,Dabigatran etexilate 150mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ondansetron 4mg tablets,ondansetron,1,Ondansetron 8mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dabigatran etexilate 110mg capsules,dabigatran,1,Dabigatran etexilate 150mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,phenoxymethylpenicillin,4,Phenoxymethylpenicillin 250mg tablets|Phenoxymethylpenicillin 125mg/5ml oral solution|Phenoxymethylpenicillin 250mg/5ml oral solution|Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,1,Phenoxymethylpenicillin 250mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Olmesartan medoxomil 40mg tablets,olmesartan,2,Olmesartan medoxomil 10mg tablets|Olmesartan medoxomil 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levothyroxine sodium 100microgram tablets,levothyroxine,4,Levothyroxine sodium 12.5microgram tablets|Levothyroxine sodium 75microgram tablets|Levothyroxine sodium 25microgram tablets|Levothyroxine sodium 50microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Midodrine 5mg tablets,midodrine,2,Midodrine 2.5mg tablets|Midodrine 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dabigatran etexilate 150mg capsules,dabigatran,2,Dabigatran etexilate 110mg capsules|Dabigatran etexilate 110mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Doxazosin 2mg tablets,doxazosin,2,Doxazosin 1mg tablets|Doxazosin 4mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Midodrine 2.5mg tablets,midodrine,1,Midodrine 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials,salbutamol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pantoprazole 40mg gastro-resistant tablets,pantoprazole,1,Pantoprazole 20mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lisinopril 20mg tablets,lisinopril,3,Lisinopril 10mg tablets|Lisinopril 2.5mg tablets|Lisinopril 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Risperidone 2mg tablets,risperidone,5,Risperidone 500microgram tablets|Risperidone 1mg/ml oral solution sugar free|Risperidone 4mg tablets|Risperidone 1mg tablets|Risperidone 3mg tablets,1,Risperidone 500microgram tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Spironolactone 50mg tablets,spironolactone,2,Spironolactone 100mg tablets|Spironolactone 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Losartan 100mg tablets,losartan,5,Losartan 100mg / Hydrochlorothiazide 25mg tablets|Losartan 50mg / Hydrochlorothiazide 12.5mg tablets|Losartan 50mg tablets|Losartan 25mg tablets|Losartan 12.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pantoprazole 20mg gastro-resistant tablets,pantoprazole,1,Pantoprazole 40mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aripiprazole 5mg tablets,aripiprazole,2,Aripiprazole 10mg tablets|Aripiprazole 15mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Donepezil 5mg tablets,donepezil,1,Donepezil 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Losartan 25mg tablets,losartan,5,Losartan 100mg / Hydrochlorothiazide 25mg tablets|Losartan 50mg / Hydrochlorothiazide 12.5mg tablets|Losartan 50mg tablets|Losartan 100mg tablets|Losartan 12.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Carbimazole 20mg tablets,carbimazole,1,Carbimazole 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Meloxicam 15mg tablets,meloxicam,1,Meloxicam 7.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rabeprazole 10mg gastro-resistant tablets,rabeprazole,1,Rabeprazole 20mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Azithromycin 250mg tablets,azithromycin,2,Azithromycin 250mg capsules|Azithromycin 500mg tablets,0,,HIGH,India,4,80,1,0,0
Doxycycline 100mg capsules,doxycycline,1,Doxycycline 50mg capsules,0,,HIGH,India,3,80,1,0,0
Co-codamol 8mg/500mg tablets,paracetamol,20,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Zopiclone 3.75mg tablets,zopiclone,1,Zopiclone 7.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aciclovir 200mg tablets,aciclovir,3,Valaciclovir 500mg tablets|Aciclovir 800mg tablets|Aciclovir 400mg tablets,1,Valaciclovir 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-codamol 8mg/500mg tablets,paracetamol,20,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Olmesartan medoxomil 10mg tablets,olmesartan,2,Olmesartan medoxomil 40mg tablets|Olmesartan medoxomil 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-trimoxazole 80mg/400mg tablets,co-trimoxazole,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Estradiol 10microgram pessaries,estradiol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Olmesartan medoxomil 20mg tablets,olmesartan,2,Olmesartan medoxomil 40mg tablets|Olmesartan medoxomil 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bisacodyl 5mg gastro-resistant tablets,bisacodyl,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Metoclopramide 10mg tablets,metoclopramide,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Chlorphenamine 4mg tablets,chlorphenamine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sumatriptan 100mg tablets,sumatriptan,1,Sumatriptan 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sulfasalazine 500mg gastro-resistant tablets,sulfasalazine,1,Sulfasalazine 500mg tablets,1,Sulfasalazine 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Leflunomide 10mg tablets,leflunomide,1,Leflunomide 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lamotrigine 100mg dispersible tablets sugar free,lamotrigine,6,Lamotrigine 200mg tablets|Lamotrigine 5mg dispersible tablets sugar free|Lamotrigine 25mg dispersible tablets sugar free|Lamotrigine 25mg tablets|Lamotrigine 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Venlafaxine 37.5mg tablets,venlafaxine,5,Venlafaxine 225mg modified-release capsules|Venlafaxine 75mg tablets|Venlafaxine 75mg modified-release capsules|Venlafaxine 37.5mg modified-release capsules|Venlafaxine 150mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Naproxen 500mg tablets,naproxen,3,Naproxen 250mg gastro-resistant tablets|Naproxen 500mg gastro-resistant tablets|Naproxen 250mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-codamol 30mg/500mg effervescent tablets,paracetamol,19,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Paracetamol 250mg/5ml oral suspension sugar free|Paracetamol 250mg/5ml oral suspension,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Co-codamol 8mg/500mg effervescent tablets,paracetamol,19,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Benzydamine 0.15% mouthwash sugar free,benzydamine,1,Benzydamine 0.15% oromucosal spray sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ferrous sulfate 200mg tablets,ferrous sulfate,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Melatonin 1mg/ml oral solution sugar free,melatonin,2,Melatonin 2mg modified-release tablets|Melatonin 2mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aciclovir 400mg tablets,aciclovir,3,Valaciclovir 500mg tablets|Aciclovir 800mg tablets|Aciclovir 200mg tablets,1,Valaciclovir 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Docusate 50mg/5ml oral solution sugar free,docusate,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lisinopril 10mg tablets,lisinopril,3,Lisinopril 20mg tablets|Lisinopril 2.5mg tablets|Lisinopril 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Flucloxacillin 500mg capsules,flucloxacillin,6,Flucloxacillin 250mg/5ml oral solution sugar free|Flucloxacillin 125mg/5ml oral solution|Flucloxacillin 250mg/5ml oral solution sugar free|Flucloxacillin 125mg/5ml oral solution sugar free|Flucloxacillin 250mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 100mg/5ml oral suspension sugar free,ibuprofen,6,Ibuprofen 5% gel|Ibuprofen 5% gel|Ibuprofen 200mg tablets|Ibuprofen 200mg tablets|Ibuprofen 400mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bicalutamide 50mg tablets,bicalutamide,1,Bicalutamide 150mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rivastigmine 1.5mg capsules,rivastigmine,1,Rivastigmine 3mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Memantine 20mg tablets,memantine,3,Memantine 10mg/ml oral solution sugar free|Memantine 10mg tablets|Memantine 10mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Travoprost 40micrograms/ml eye drops,travoprost,2,Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops|Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Flecainide 50mg tablets,flecainide,1,Flecainide 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Meloxicam 7.5mg tablets,meloxicam,1,Meloxicam 15mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Phenytoin sodium 100mg tablets,phenytoin,1,Phenytoin sodium 100mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Eplerenone 25mg tablets,eplerenone,1,Eplerenone 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Memantine 10mg/ml oral solution sugar free,memantine,3,Memantine 20mg tablets|Memantine 10mg tablets|Memantine 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Cinnarizine 15mg tablets,cinnarizine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amlodipine 2.5mg tablets,amlodipine,2,Amlodipine 10mg tablets|Amlodipine 5mg tablets,0,,MEDIUM,India,7,75,1,0,0
Co-codamol 8mg/500mg effervescent tablets,paracetamol,19,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Gliclazide 40mg tablets,gliclazide,2,Gliclazide 30mg modified-release tablets|Gliclazide 80mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-codamol 8mg/500mg effervescent tablets,paracetamol,19,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets,3,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Paracetamol 500mg effervescent tablets,LOW,Europe,12,30,0,0,0
Escitalopram 20mg tablets,citalopram,6,Citalopram 20mg tablets|Escitalopram 5mg tablets|Citalopram 10mg tablets|Citalopram 40mg tablets|Citalopram 40mg/ml oral drops sugar free,2,Citalopram 20mg tablets|Citalopram 10mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Gliclazide 80mg tablets,gliclazide,3,Gliclazide 30mg modified-release tablets|Gliclazide 40mg tablets|Gliclazide 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Prasugrel 10mg tablets,prasugrel,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 45mg tablets,mirtazapine,6,Mirtazapine 45mg orodispersible tablets|Mirtazapine 30mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 15mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lamotrigine 25mg tablets,lamotrigine,6,Lamotrigine 200mg tablets|Lamotrigine 5mg dispersible tablets sugar free|Lamotrigine 25mg dispersible tablets sugar free|Lamotrigine 100mg dispersible tablets sugar free|Lamotrigine 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Paroxetine 30mg tablets,paroxetine,3,Paroxetine 10mg tablets|Paroxetine 10mg tablets|Paroxetine 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lamotrigine 50mg tablets,lamotrigine,6,Lamotrigine 200mg tablets|Lamotrigine 5mg dispersible tablets sugar free|Lamotrigine 25mg dispersible tablets sugar free|Lamotrigine 100mg dispersible tablets sugar free|Lamotrigine 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Carvedilol 25mg tablets,carvedilol,3,Carvedilol 6.25mg tablets|Carvedilol 12.5mg tablets|Carvedilol 3.125mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 15mg tablets,mirtazapine,5,Mirtazapine 45mg orodispersible tablets|Mirtazapine 30mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Metformin 1g modified-release tablets,metformin,6,Metformin 500mg/5ml oral solution sugar free|Metformin 500mg modified-release tablets|Metformin 850mg tablets|Sitagliptin 50mg / Metformin 1g tablets|Metformin 500mg/5ml oral solution sugar free,0,,MEDIUM,India,8,70,1,0,0
Lymecycline 408mg capsules,lymecycline,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lisinopril 2.5mg tablets,lisinopril,3,Lisinopril 20mg tablets|Lisinopril 10mg tablets|Lisinopril 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amlodipine 10mg tablets,amlodipine,3,Amlodipine 2.5mg tablets|Amlodipine 2.5mg tablets|Amlodipine 5mg tablets,0,,MEDIUM,India,7,75,1,0,0
Lisinopril 5mg tablets,lisinopril,3,Lisinopril 20mg tablets|Lisinopril 10mg tablets|Lisinopril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lymecycline 408mg capsules,lymecycline,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lansoprazole 15mg gastro-resistant capsules,lansoprazole,3,Lansoprazole 30mg orodispersible tablets|Lansoprazole 15mg orodispersible tablets|Lansoprazole 30mg gastro-resistant capsules,1,Lansoprazole 30mg orodispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Sitagliptin 50mg / Metformin 1g tablets,metformin,6,Metformin 500mg/5ml oral solution sugar free|Metformin 500mg modified-release tablets|Metformin 850mg tablets|Metformin 1g modified-release tablets|Metformin 500mg/5ml oral solution sugar free,0,,MEDIUM,India,8,70,1,0,0
Mirtazapine 30mg tablets,mirtazapine,6,Mirtazapine 45mg orodispersible tablets|Mirtazapine 30mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 15mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Zopiclone 7.5mg tablets,zopiclone,1,Zopiclone 3.75mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Diltiazem 60mg modified-release tablets,diltiazem,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Risperidone 4mg tablets,risperidone,5,Risperidone 500microgram tablets|Risperidone 1mg/ml oral solution sugar free|Risperidone 2mg tablets|Risperidone 1mg tablets|Risperidone 3mg tablets,1,Risperidone 500microgram tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Solifenacin 10mg tablets,solifenacin,1,Solifenacin 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Losartan 12.5mg tablets,losartan,5,Losartan 100mg / Hydrochlorothiazide 25mg tablets|Losartan 50mg / Hydrochlorothiazide 12.5mg tablets|Losartan 50mg tablets|Losartan 100mg tablets|Losartan 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atenolol 50mg tablets,atenolol,2,Atenolol 25mg tablets|Atenolol 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pregabalin 150mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 200mg capsules|Pregabalin 25mg capsules|Pregabalin 225mg capsules,0,,MEDIUM,India,5,75,1,0,0
Loratadine 5mg/5ml oral solution,loratadine,2,Desloratadine 5mg tablets|Loratadine 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluconazole 150mg capsules,fluconazole,1,Fluconazole 50mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Finasteride 5mg tablets,finasteride,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atenolol 100mg tablets,atenolol,2,Atenolol 25mg tablets|Atenolol 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Omeprazole 10mg gastro-resistant capsules,omeprazole,10,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,MEDIUM,India,6,65,1,0,0
Carvedilol 3.125mg tablets,carvedilol,3,Carvedilol 6.25mg tablets|Carvedilol 12.5mg tablets|Carvedilol 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Donepezil 10mg tablets,donepezil,1,Donepezil 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atorvastatin 20mg tablets,atorvastatin,3,Atorvastatin 40mg tablets|Atorvastatin 80mg tablets|Atorvastatin 10mg tablets,0,,MEDIUM,India,6,70,1,0,0
Loratadine 10mg tablets,loratadine,2,Desloratadine 5mg tablets|Loratadine 5mg/5ml oral solution,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atorvastatin 40mg tablets,atorvastatin,3,Atorvastatin 20mg tablets|Atorvastatin 80mg tablets|Atorvastatin 10mg tablets,0,,MEDIUM,India,6,70,1,0,0
Aspirin 300mg dispersible tablets,aspirin,4,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets|Aspirin 75mg gastro-resistant tablets|Aspirin 75mg tablets,2,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Lansoprazole 30mg gastro-resistant capsules,lansoprazole,3,Lansoprazole 30mg orodispersible tablets|Lansoprazole 15mg orodispersible tablets|Lansoprazole 15mg gastro-resistant capsules,1,Lansoprazole 30mg orodispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Rivaroxaban 2.5mg tablets,rivaroxaban,3,Rivaroxaban 20mg tablets|Rivaroxaban 15mg tablets|Rivaroxaban 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ivabradine 5mg tablets,ivabradine,2,Ivabradine 2.5mg tablets|Ivabradine 7.5mg tablets,2,Ivabradine 2.5mg tablets|Ivabradine 7.5mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-amoxiclav 500mg/125mg tablets,clavulanic acid,3,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Vitamin B compound strong tablets,vitamin,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tamsulosin 400microgram modified-release capsules,tamsulosin,1,Tamsulosin 400microgram / Dutasteride 500microgram capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Metformin 500mg/5ml oral solution sugar free,metformin,5,Metformin 500mg modified-release tablets|Metformin 850mg tablets|Metformin 1g modified-release tablets|Sitagliptin 50mg / Metformin 1g tablets|Metformin 500mg tablets,0,,MEDIUM,India,8,70,1,0,0
Omeprazole 40mg gastro-resistant tablets,omeprazole,10,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,MEDIUM,India,6,65,1,0,0
Rivaroxaban 10mg tablets,rivaroxaban,3,Rivaroxaban 20mg tablets|Rivaroxaban 15mg tablets|Rivaroxaban 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Betamethasone valerate 0.1% ointment,betamethasone,5,Betamethasone 500microgram soluble tablets sugar free|Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment|Betamethasone valerate 0.1% cream|Betamethasone valerate 0.1% cream|Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,1,Betamethasone 500microgram soluble tablets sugar free,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 5% gel,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 200mg tablets|Ibuprofen 200mg tablets|Ibuprofen 400mg tablets|Ibuprofen 400mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tramadol 50mg capsules,tramadol,1,Tramadol 37.5mg / Paracetamol 325mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Naproxen 250mg tablets,naproxen,3,Naproxen 250mg gastro-resistant tablets|Naproxen 500mg gastro-resistant tablets|Naproxen 500mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 5% gel,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 200mg tablets|Ibuprofen 200mg tablets|Ibuprofen 400mg tablets|Ibuprofen 400mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
