month,drug,concession_price
2025-10,Alfuzosin 2.5mg tablets,6.85
2025-10,Amiodarone 100mg tablets,2.74
2025-10,Amiodarone 200mg tablets,6.05
2025-10,Aqueous cream,5.83
2025-10,Atomoxetine 4mg/ml oral solution sugar free,89.37
2025-10,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,9.9
2025-10,Bumetanide 1mg tablets,2.95
2025-10,Buprenorphine 8mg sublingual tablets sugar free,3.85
2025-10,Cefalexin 500mg tablets,2.4
2025-10,Cimetidine 400mg tablets,5.58
2025-10,Ciprofloxacin 500mg tablets,5.9
2025-10,Clarithromycin 125mg/5ml oral suspension,10.88
2025-10,Clarithromycin 250mg/5ml oral suspension,19.67
2025-10,Clonidine 150micrograms/1ml solution for injection ampoules,4.18
2025-10,Clotrimazole 500mg pessaries,5.25
2025-10,Co-careldopa 12.5mg/50mg tablets,5.97
2025-10,Co-careldopa 25mg/100mg tablets,8.38
2025-10,Co-codamol 30mg/500mg tablets,1.34
2025-10,Co-codamol 30mg/500mg tablets,4.45
2025-10,Co-codamol 8mg/500mg capsules,23.83
2025-10,Co-codamol 8mg/500mg capsules,7.62
2025-10,Cyclizine 50mg/1ml solution for injection ampoules,3.8
2025-10,Duloxetine 20mg gastro-resistant capsules,2.63
2025-10,Duloxetine 30mg gastro-resistant capsules,1.49
2025-10,Dutasteride 500microgram capsules,2.59
2025-10,Esomeprazole 20mg gastro-resistant capsules,3.38
2025-10,Esomeprazole 40mg gastro-resistant capsules,4.4
2025-10,Estradiol 10microgram pessaries,11.49
2025-10,Febuxostat 80mg tablets,4.4
2025-10,Fenofibrate micronised 267mg capsules,9.98
2025-10,Fenofibrate micronised 67mg capsules,8.45
2025-10,Ferrous gluconate 300mg tablets,5.49
2025-10,Fexofenadine 180mg tablets,4.48
2025-10,Haloperidol 5mg tablets,4.68
2025-10,Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials,2.61
2025-10,Hydrocortisone sodium succinate 100mg powder for solution for injection vials,17.81
2025-10,Hydroxocobalamin 1mg/1ml solution for injection ampoules,10.56
2025-10,Ibandronic acid 150mg tablets,9.64
2025-10,Ibandronic acid 50mg tablets,19.38
2025-10,Ibuprofen 600mg tablets,6.34
2025-10,Indapamide 2.5mg tablets,5.49
2025-10,Irbesartan 150mg tablets,1.29
2025-10,Itraconazole 100mg capsules,6.8
2025-10,Ivabradine 2.5mg tablets,37.34
2025-10,Ivabradine 7.5mg tablets,2.85
2025-10,Lactulose 3.1-3.7g/5ml oral solution,6.34
2025-10,Latanoprost 50micrograms/ml eye drops,1.81
2025-10,Lofepramine 70mg tablets ,24.55
2025-10,Mefenamic acid 500mg tablets,25.75
2025-10,Mercaptopurine 50mg tablets,7.71
2025-10,Methenamine hippurate 1g tablets,16.29
2025-10,Midazolam 10mg/2ml solution for injection ampoules,4.85
2025-10,Mometasone 0.1% cream,13.75
2025-10,Mometasone 0.1% cream,4.49
2025-10,Montelukast 5mg chewable tablets sugar free,1.01
2025-10,Naftidrofuryl 100mg capsules,9.97
2025-10,Nefopam 30mg tablets,19.14
2025-10,Nizatidine 150mg capsules,20.14
2025-10,Olanzapine 10mg orodispersible tablets sugar free,4.98
2025-10,Olanzapine 10mg tablets,3.63
2025-10,Olanzapine 15mg orodispersible tablets sugar free,15.99
2025-10,Olanzapine 15mg tablets,3.91
2025-10,Olanzapine 2.5mg tablets,2.58
2025-10,Olanzapine 20mg orodispersible tablets sugar free,5.99
2025-10,Olanzapine 20mg tablets,4.05
2025-10,Olanzapine 5mg tablets,2.54
2025-10,Olanzapine 7.5mg tablets,2.0
2025-10,Oxybutynin 2.5mg tablets,1.97
2025-10,Oxybutynin 5mg tablets,3.67
2025-10,Oxycodone 5mg/5ml oral solution sugar free,7.56
2025-10,Oxytetracycline 250mg tablets,25.44
2025-10,Paracetamol 500mg effervescent tablets,5.69
2025-10,Permethrin 5% cream,5.99
2025-10,Phenoxymethylpenicillin 250mg tablets,1.04
2025-10,Pioglitazone 30mg tablets,3.08
2025-10,Pioglitazone 45mg tablets,20.34
2025-10,Pramipexole 88microgram tablets,3.52
2025-10,Pregabalin 300mg capsules,2.24
2025-10,Pregabalin 50mg capsules,2.55
2025-10,Progesterone micronised 100mg capsules,3.84
2025-10,Promethazine hydrochloride 25mg tablets,2.26
2025-10,Propranolol 40mg tablets,0.76
2025-10,Propranolol 80mg modified-release capsules,8.49
2025-10,Propranolol 80mg tablets,1.38
2025-10,Pyridostigmine bromide 60mg tablets,15.81
2025-10,Pyridoxine 10mg tablets,17.85
2025-10,Risperidone 500microgram tablets,3.43
2025-10,Ropinirole 1mg tablets,17.49
2025-10,Sitagliptin 100mg tablets,2.84
2025-10,Sitagliptin 100mg/5ml oral solution sugar free,20.69
2025-10,Sitagliptin 25mg tablets,1.77
2025-10,Sitagliptin 50mg tablets,1.98
2025-10,Sodium bicarbonate 500mg capsules,5.78
2025-10,Sulfasalazine 500mg tablets,6.02
2025-10,Sulpiride 200mg tablets,6.37
2025-10,Temazepam 10mg tablets,24.45
2025-10,Terbinafine 250mg tablets,1.7
2025-10,Timolol 0.5% eye drops,1.52
2025-10,Tolterodine 1mg tablets,1.63
2025-10,Tolterodine 2mg tablets,2.18
2025-10,Tolterodine 4mg modified-release capsules,25.78
2025-10,Trihexyphenidyl 2mg tablets,105.41
2025-10,Trihexyphenidyl 5mg tablets,115.0
2025-10,Trimethoprim 100mg tablets,4.1
2025-10,Trimethoprim 50mg/5ml oral suspension sugar free,16.45
2025-10,Valaciclovir 500mg tablets,14.45
2025-10,Zolmitriptan 2.5mg orodispersible tablets sugar free,7.06
2025-09,Acetazolamide 250mg tablets,31.5
2025-09,Alfuzosin 2.5mg tablets,6.82
2025-09,Amiodarone 100mg tablets,2.75
2025-09,Amiodarone 200mg tablets,5.97
2025-09,Betamethasone 500microgram soluble tablets sugar free,25.79
2025-09,Bumetanide 1mg tablets,2.75
2025-09,Buprenorphine 2mg sublingual tablets sugar free,1.62
2025-09,Buprenorphine 8mg sublingual tablets sugar free,4.19
2025-09,Carbocisteine 250mg/5ml oral solution,4.88
2025-09,Clarithromycin 125mg/5ml oral suspension,6.83
2025-09,Clarithromycin 250mg/5ml oral suspension,10.83
2025-09,Clotrimazole 1% cream,3.67
2025-09,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,4.52
2025-09,Co-careldopa 12.5mg/50mg tablets,5.01
2025-09,Co-careldopa 25mg/100mg tablets,8.38
2025-09,Co-codamol 30mg/500mg tablets,1.23
2025-09,Co-codamol 30mg/500mg tablets,4.1
2025-09,Codeine 15mg/5ml linctus sugar free,12.02
2025-09,Cyclizine 50mg/1ml solution for injection ampoules,4.01
2025-09,Diclofenac sodium 50mg gastro-resistant tablets,1.12
2025-09,Dutasteride 500microgram capsules,2.74
2025-09,Erythromycin 250mg gastro-resistant tablets,2.42
2025-09,Esomeprazole 20mg gastro-resistant capsules,4.95
2025-09,Esomeprazole 40mg gastro-resistant capsules,4.5
2025-09,Exemestane 25mg tablets,8.64
2025-09,Febuxostat 80mg tablets,4.46
2025-09,Fenofibrate micronised 267mg capsules,5.8
2025-09,Fexofenadine 180mg tablets,5.0
2025-09,Fusidic acid 1% modified-release eye drops,35.0
2025-09,Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials,2.61
2025-09,Hydrocortisone sodium succinate 100mg powder for solution for injection vials,17.81
2025-09,Ibandronic acid 150mg tablets,2.95
2025-09,Ibuprofen 600mg tablets,8.58
2025-09,Imipramine 10mg tablets,1.7
2025-09,Imipramine 25mg tablets,2.53
2025-09,Indapamide 2.5mg tablets,6.98
2025-09,Isosorbide mononitrate 10mg tablets,1.66
2025-09,Isosorbide mononitrate 40mg tablets,4.46
2025-09,Ivabradine 2.5mg tablets,34.68
2025-09,Ivabradine 7.5mg tablets,3.13
2025-09,Lactulose 3.1-3.7g/5ml oral solution,6.29
2025-09,Latanoprost 50micrograms/ml eye drops,1.81
2025-09,Letrozole 2.5mg tablets,2.98
2025-09,Lofepramine 70mg tablets,24.34
2025-09,Mefenamic acid 500mg tablets,28.2
2025-09,Midazolam 10mg/2ml solution for injection ampoules,5.52
2025-09,Mometasone 0.1% cream,13.75
2025-09,Mometasone 0.1% cream,4.01
2025-09,Mometasone 0.1% ointment,11.82
2025-09,Mometasone 0.1% ointment,4.08
2025-09,Morphine sulfate 10mg/1ml solution for injection ampoules,4.39
2025-09,Nabumetone 500mg tablets,75.8
2025-09,Naftidrofuryl 100mg capsules,10.23
2025-09,Nefopam 30mg tablets,4.09
2025-09,Nitrazepam 5mg tablets,1.98
2025-09,Nizatidine 150mg capsules,20.24
2025-09,Nortriptyline 25mg tablets,2.83
2025-09,"Nystatin 100,000units/ml oral suspension",9.81
2025-09,Olanzapine 10mg tablets,3.82
2025-09,Olanzapine 15mg tablets,5.87
2025-09,Olanzapine 2.5mg tablets,3.92
2025-09,Olanzapine 20mg orodispersible tablets sugar free,6.96
2025-09,Olanzapine 20mg tablets,5.67
2025-09,Olanzapine 5mg tablets,2.67
2025-09,Olanzapine 7.5mg tablets,1.25
2025-09,Ondansetron 4mg orodispersible tablets,22.97
2025-09,Oxybutynin 2.5mg tablets,1.55
2025-09,Oxybutynin 5mg tablets,3.67
2025-09,Oxycodone 5mg/5ml oral solution sugar free,8.7
2025-09,Oxytetracycline 250mg tablets,19.0
2025-09,Paracetamol 500mg effervescent tablets,6.11
2025-09,Pioglitazone 15mg tablets,4.31
2025-09,Pioglitazone 30mg tablets,3.47
2025-09,Pioglitazone 45mg tablets,22.49
2025-09,Piroxicam 0.5% gel,3.14
2025-09,Piroxicam 0.5% gel,1.68
2025-09,Pramipexole 88microgram tablets,3.7
2025-09,Pregabalin 150mg tablets,7.72
2025-09,Pregabalin 300mg tablets,8.87
2025-09,Pregabalin 50mg tablets,5.58
2025-09,Prochlorperazine 3mg buccal tablets,14.93
2025-09,Procyclidine 5mg tablets,1.33
2025-09,Progesterone micronised 100mg capsules,4.05
2025-09,Propranolol 80mg modified-release capsules,5.94
2025-09,Propylthiouracil 50mg tablets,6.15
2025-09,Prucalopride 2mg tablets,8.91
2025-09,Pyridostigmine bromide 60mg tablets,16.82
2025-09,Repaglinide 1mg tablets,11.17
2025-09,Risperidone 500microgram orodispersible tablets sugar free,5.88
2025-09,Risperidone 500microgram tablets,3.1
2025-09,Sitagliptin 100mg tablets,2.84
2025-09,Sitagliptin 100mg/5ml oral solution sugar free,21.63
2025-09,Sitagliptin 25mg tablets,2.16
2025-09,Sitagliptin 50mg tablets,2.71
2025-09,Sodium bicarbonate 500mg capsules,6.59
2025-09,Sulfasalazine 500mg tablets,6.34
2025-09,Sulpiride 400mg tablets,13.64
2025-09,Terbinafine 250mg tablets,1.48
2025-09,Trihexyphenidyl 2mg tablets,99.36
2025-09,Trihexyphenidyl 5mg tablets,106.55
2025-09,Trimethoprim 100mg tablets,5.17
2025-09,Trimethoprim 200mg tablets,1.5
2025-09,Trimethoprim 200mg tablets,3.51
2025-09,Trimethoprim 50mg/5ml oral suspension sugar free,4.96
2025-09,Ursodeoxycholic acid 150mg tablets,70.33
2025-08,Acetazolamide 250mg tablets,51.02
2025-08,Alfuzosin 2.5mg tablets,7.22
2025-08,Amiodarone 100mg tablets,2.24
2025-08,Amiodarone 200mg tablets,4.82
2025-08,Betamethasone 500microgram soluble tablets sugar free,31.95
2025-08,Bumetanide 1mg tablets,2.94
2025-08,Buprenorphine 2mg sublingual tablets sugar free,1.83
2025-08,Buprenorphine 8mg sublingual tablets sugar free,6.0
2025-08,Carbocisteine 250mg/5ml oral solution,4.99
2025-08,Clarithromycin 125mg/5ml oral suspension,5.54
2025-08,Clarithromycin 250mg/5ml oral suspension,10.52
2025-08,Co-amoxiclav 250mg/62mg/5ml oral suspension,4.64
2025-08,Co-codamol 30mg/500mg effervescent tablets,2.4
2025-08,Co-codamol 30mg/500mg effervescent tablets,7.51
2025-08,Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets,34.13
2025-08,Cyclizine 50mg/1ml solution for injection ampoules,4.01
2025-08,Dutasteride 500microgram capsules,2.88
2025-08,Erythromycin 250mg gastro-resistant tablets,3.02
2025-08,Esomeprazole 20mg gastro-resistant capsules,4.23
2025-08,Esomeprazole 40mg gastro-resistant capsules,2.56
2025-08,Exemestane 25mg tablets,10.74
2025-08,Febuxostat 80mg tablets,5.07
2025-08,Fenofibrate micronised 267mg capsules,6.1
2025-08,Ferrous gluconate 300mg tablets,2.05
2025-08,Fexofenadine 180mg tablets,5.21
2025-08,Fusidic acid 1% modified-release eye drops,35.0
2025-08,Ibuprofen 600mg tablets,9.38
2025-08,Imipramine 10mg tablets,2.49
2025-08,Imipramine 25mg tablets,2.73
2025-08,Indapamide 2.5mg tablets,6.99
2025-08,Isosorbide mononitrate 10mg tablets,1.75
2025-08,Isosorbide mononitrate 40mg tablets,4.65
2025-08,Ivabradine 2.5mg tablets,31.83
2025-08,Ivabradine 7.5mg tablets,3.17
2025-08,Lactulose 3.1-3.7g/5ml oral solution,6.11
2025-08,Latanoprost 50micrograms/ml eye drops,1.85
2025-08,Letrozole 2.5mg tablets,3.27
2025-08,Levothyroxine sodium 12.5microgram tablets,11.45
2025-08,Lofepramine 70mg tablets,24.27
2025-08,Mefenamic acid 500mg tablets,35.1
2025-08,Methylphenidate 5mg tablets,6.53
2025-08,Midazolam 10mg/2ml solution for injection ampoules,5.58
2025-08,Mometasone 0.1% cream,12.21
2025-08,Mometasone 0.1% cream,4.12
2025-08,Mometasone 0.1% ointment,11.82
2025-08,Mometasone 0.1% ointment,4.08
2025-08,Morphine sulfate 10mg/1ml solution for injection ampoules,4.53
2025-08,Nabumetone 500mg tablets,75.5
2025-08,Naftidrofuryl 100mg capsules,10.23
2025-08,Nefopam 30mg tablets,4.09
2025-08,Nicotine 21mg/24hours transdermal patches,10.05
2025-08,Nitrazepam 5mg tablets,1.88
2025-08,Nizatidine 150mg capsules,20.27
2025-08,Nortriptyline 25mg tablets,2.83
2025-08,"Nystatin 100,000units/ml oral suspension",9.32
2025-08,Olanzapine 10mg tablets,4.99
2025-08,Olanzapine 15mg tablets,2.77
2025-08,Olanzapine 2.5mg tablets,3.51
2025-08,Olanzapine 20mg tablets,4.99
2025-08,Olanzapine 5mg tablets,3.33
2025-08,Olanzapine 7.5mg tablets,1.25
2025-08,Oxybutynin 2.5mg tablets,1.55
2025-08,Oxybutynin 5mg tablets,3.67
2025-08,Oxycodone 5mg/5ml oral solution sugar free,8.89
2025-08,Oxytetracycline 250mg tablets,10.5
2025-08,Pioglitazone 15mg tablets,6.49
2025-08,Pioglitazone 30mg tablets,4.99
2025-08,Pioglitazone 45mg tablets,24.62
2025-08,Piroxicam 0.5% gel,3.75
2025-08,Piroxicam 0.5% gel,1.74
2025-08,Pivmecillinam 200mg tablets,7.78
2025-08,Pramipexole 88microgram tablets,3.93
2025-08,Pregabalin 150mg tablets,7.73
2025-08,Pregabalin 300mg tablets,10.36
2025-08,Pregabalin 50mg tablets,5.51
2025-08,Prochlorperazine 3mg buccal tablets,17.68
2025-08,Progesterone micronised 100mg capsules,4.86
2025-08,Propantheline bromide 15mg tablets,101.98
2025-08,Propranolol 80mg modified-release capsules,5.94
2025-08,Prucalopride 2mg tablets,8.91
2025-08,Pyridostigmine bromide 60mg tablets,16.28
2025-08,Repaglinide 1mg tablets,11.76
2025-08,Risperidone 500microgram orodispersible tablets sugar free,6.17
2025-08,Risperidone 500microgram tablets,3.66
2025-08,Rosuvastatin 15mg tablets,3.54
2025-08,Sitagliptin 100mg tablets,6.32
2025-08,Sitagliptin 100mg/5ml oral solution sugar free,23.41
2025-08,Sitagliptin 25mg tablets,2.49
2025-08,Sitagliptin 50mg tablets,3.63
2025-08,Sodium bicarbonate 500mg capsules,7.16
2025-08,Sulfasalazine 500mg tablets,6.55
2025-08,Trihexyphenidyl 2mg tablets,80.91
2025-08,Trihexyphenidyl 5mg tablets,72.79
2025-08,Trimethoprim 100mg tablets,4.22
2025-08,Trimethoprim 200mg tablets,1.5
2025-08,Trimethoprim 200mg tablets,3.51
2025-08,Trimethoprim 50mg/5ml oral suspension sugar free,5.32
2025-08,Ursodeoxycholic acid 150mg tablets,72.11
2025-08,Venlafaxine 225mg modified-release capsules,19.18
2025-08,Water for injections 10ml ampoules,2.57
2025-07,Acetazolamide 250mg tablets,60.9
2025-07,Alfuzosin 2.5mg tablets,6.55
2025-07,Amiloride 5mg tablets,15.61
2025-07,Amiodarone 100mg tablets,2.02
2025-07,Amiodarone 200mg tablets,5.39
2025-07,Ascorbic acid 500mg tablets,42.99
2025-07,Betamethasone 500microgram soluble tablets sugar free,33.0
2025-07,Bumetanide 1mg tablets,2.99
2025-07,Buprenorphine 2mg sublingual tablets sugar free,2.2
2025-07,Buprenorphine 8mg sublingual tablets sugar free,5.05
2025-07,Carbocisteine 250mg/5ml oral solution,4.99
2025-07,Carbocisteine 375mg capsules,2.75
2025-07,Clarithromycin 125mg/5ml oral suspension,5.88
2025-07,Clarithromycin 250mg/5ml oral suspension,10.51
2025-07,Co-amoxiclav 250mg/62mg/5ml oral suspension,5.06
2025-07,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,4.79
2025-07,Co-codamol 30mg/500mg effervescent tablets,2.39
2025-07,Co-codamol 30mg/500mg effervescent tablets,7.47
2025-07,Cyclizine 50mg/1ml solution for injection ampoules,4.24
2025-07,Desogestrel 75microgram tablets,2.7
2025-07,Dutasteride 500microgram capsules,3.02
2025-07,Erythromycin 250mg gastro-resistant tablets,3.21
2025-07,Esomeprazole 20mg gastro-resistant capsules,3.28
2025-07,Esomeprazole 40mg gastro-resistant capsules,2.8
2025-07,Exemestane 25mg tablets,14.75
2025-07,Febuxostat 80mg tablets,5.56
2025-07,Fenofibrate micronised 160mg tablets,3.6
2025-07,Fenofibrate micronised 267mg capsules,2.82
2025-07,Fexofenadine 180mg tablets,4.1
2025-07,Fluoxetine 40mg capsules,1.93
2025-07,Fusidic acid 1% modified-release eye drops,35.0
2025-07,Ibuprofen 600mg tablets,10.15
2025-07,Imipramine 10mg tablets,2.9
2025-07,Imipramine 25mg tablets,3.05
2025-07,Isosorbide mononitrate 10mg tablets,1.98
2025-07,Isosorbide mononitrate 40mg tablets,5.1
2025-07,Ivabradine 2.5mg tablets,30.66
2025-07,Ivabradine 7.5mg tablets,3.56
2025-07,Lactulose 3.1-3.7g/5ml oral solution,6.11
2025-07,Latanoprost 50micrograms/ml eye drops,1.92
2025-07,Letrozole 2.5mg tablets,3.7
2025-07,Lofepramine 70mg tablets,25.01
2025-07,Mefenamic acid 500mg tablets,38.49
2025-07,Memantine 10mg/ml oral solution sugar free,19.0
2025-07,Mercaptopurine 50mg tablets,9.14
2025-07,Methenamine hippurate 1g tablets,16.86
2025-07,Methylphenidate 10mg tablets,3.91
2025-07,Metronidazole 200mg tablets,1.2
2025-07,Metronidazole 400mg tablets,1.29
2025-07,Modafinil 100mg tablets,2.18
2025-07,Mometasone 0.1% cream,12.7
2025-07,Mometasone 0.1% cream,4.49
2025-07,Mometasone 0.1% ointment,12.44
2025-07,Mometasone 0.1% ointment,4.32
2025-07,Morphine sulfate 10mg/1ml solution for injection ampoules,4.53
2025-07,Nabumetone 500mg tablets,75.8
2025-07,Naftidrofuryl 100mg capsules,10.23
2025-07,Nizatidine 150mg capsules,21.69
2025-07,Nortriptyline 10mg tablets,4.09
2025-07,Nortriptyline 25mg tablets,2.35
2025-07,"Nystatin 100,000units/ml oral suspension",9.7
2025-07,Oxybutynin 2.5mg tablets,1.53
2025-07,Oxybutynin 5mg tablets,3.46
2025-07,Oxycodone 5mg/5ml oral solution sugar free,8.89
2025-07,Oxytetracycline 250mg tablets,6.55
2025-07,Paracetamol 500mg effervescent tablets,6.11
2025-07,Pioglitazone 15mg tablets,6.38
2025-07,Pioglitazone 30mg tablets,5.75
2025-07,Pioglitazone 45mg tablets,26.1
2025-07,Piroxicam 0.5% gel,1.87
2025-07,Pivmecillinam 200mg tablets,8.19
2025-07,Pramipexole 88microgram tablets,4.23
2025-07,Pregabalin 20mg/ml oral solution sugar free,47.49
2025-07,Prochlorperazine 3mg buccal tablets,17.12
2025-07,Progesterone micronised 100mg capsules,5.1
2025-07,Propantheline bromide 15mg tablets,104.99
2025-07,Risperidone 500microgram orodispersible tablets sugar free,6.46
2025-07,Rizatriptan 10mg tablets,7.45
2025-07,Sitagliptin 100mg tablets,12.19
2025-07,Sitagliptin 25mg tablets,5.76
2025-07,Sitagliptin 50mg tablets,5.25
2025-07,Sodium bicarbonate 500mg capsules,7.95
2025-07,Sulfasalazine 500mg tablets,6.61
2025-07,Trihexyphenidyl 2mg tablets,61.43
2025-07,Trihexyphenidyl 5mg tablets,51.17
2025-07,Trimethoprim 100mg tablets,4.48
2025-07,Trimethoprim 200mg tablets,2.01
2025-07,Trimethoprim 200mg tablets,4.69
2025-07,Trimethoprim 50mg/5ml oral suspension sugar free,5.7
2025-07,Ursodeoxycholic acid 150mg tablets,73.99
2025-07,Venlafaxine 300mg modified-release tablets,42.24
2025-07,Water for injections 10ml ampoules,2.74
2025-07,Zolmitriptan 5mg/0.1ml nasal spray unit dose,40.15
2025-06,Acetazolamide 250mg tablets,75.25
2025-06,Alendronic acid 70mg tablets,0.99
2025-06,Alfuzosin 2.5mg tablets,6.21
2025-06,Amiodarone 200mg tablets,2.39
2025-06,Ascorbic acid 100mg tablets,26.89
2025-06,Betamethasone 500microgram soluble tablets sugar free,36.0
2025-06,Buprenorphine 2mg sublingual tablets sugar free,1.48
2025-06,Buprenorphine 8mg sublingual tablets sugar free,4.59
2025-06,Carbocisteine 375mg capsules,2.98
2025-06,Clarithromycin 125mg/5ml oral suspension,6.08
2025-06,Clarithromycin 250mg/5ml oral suspension,10.52
2025-06,Co-amoxiclav 250mg/62mg/5ml oral suspension,5.06
2025-06,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,4.79
2025-06,Co-codamol 30mg/500mg effervescent tablets,2.41
2025-06,Co-codamol 30mg/500mg effervescent tablets,7.52
2025-06,Codeine 15mg/5ml linctus sugar free,7.86
2025-06,Cyclizine 50mg/1ml solution for injection ampoules,4.08
2025-06,Desogestrel 75microgram tablets,2.36
2025-06,Duloxetine 60mg gastro-resistant capsules,2.2
2025-06,Dutasteride 500microgram capsules,3.02
2025-06,Erythromycin 250mg gastro-resistant tablets,3.74
2025-06,Esomeprazole 20mg gastro-resistant capsules,2.99
2025-06,Esomeprazole 40mg gastro-resistant capsules,2.17
2025-06,Exemestane 25mg tablets,16.41
2025-06,Febuxostat 80mg tablets,5.3
2025-06,Fenofibrate micronised 160mg tablets,3.6
2025-06,Fluoxetine 40mg capsules,2.45
2025-06,Fluticasone 400microgram/unit dose nasal drops,17.22
2025-06,Folic acid 5mg tablets,0.67
2025-06,Fusidic acid 1% modified-release eye drops,35.0
2025-06,Gabapentin 600mg tablets,8.78
2025-06,Imipramine 10mg tablets,2.46
2025-06,Imipramine 25mg tablets,3.22
2025-06,Isosorbide mononitrate 10mg tablets,2.05
2025-06,Isosorbide mononitrate 20mg tablets,3.35
2025-06,Isosorbide mononitrate 40mg tablets,5.8
2025-06,Ivabradine 2.5mg tablets,26.22
2025-06,Lactulose 3.1-3.7g/5ml oral solution,5.87
2025-06,Latanoprost 50micrograms/ml eye drops,1.8
2025-06,Letrozole 2.5mg tablets,3.98
2025-06,Levofloxacin 500mg tablets,8.24
2025-06,Levofloxacin 500mg tablets,4.11
2025-06,Lofepramine 70mg tablets,24.95
2025-06,Mefenamic acid 250mg tablets,6.1
2025-06,Mefenamic acid 500mg tablets,34.99
2025-06,Memantine 10mg/ml oral solution sugar free,15.94
2025-06,Mercaptopurine 50mg tablets,9.7
